0.0, 0.0, 1, 1, 1, 1, 0.000000, 0.000000 
0.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
2.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
1.0, 3.0, 0, 0, 0, 0, 0.000000, 0.000000 
4.0, 2.0, 0, 0, 0, 0, 0.000000, 0.000000 
3.0, 5.0, 0, 0, 0, 0, 0.000000, 0.000000 
6.0, 3.0, 0, 0, 0, 0, 0.000000, 0.000000 
5.0, 6.0, 0, 0, 0, 0, 0.000000, 0.000000 
8.0, 3.0, 1, 0, 0, 0, 1.000000, 270.000000 
8.0, 7.0, 0, 0, 0, 0, 0.000000, 0.000000 
10.0, 3.0, 0, 0, 0, 0, 0.000000, 0.000000 
11.0, 6.0, 0, 0, 0, 0, 0.000000, 0.000000 
12.0, 2.0, 0, 0, 0, 0, 0.000000, 0.000000 
13.0, 5.0, 0, 0, 0, 0, 0.000000, 0.000000 
14.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
15.0, 3.0, 0, 0, 0, 0, 0.000000, 0.000000 
16.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
16.0, 0.0, 1, 1, 1, 1, 0.000000, 0.000000 
0, 1, 1.0, 0.0, 0.0 
0, 2, 1.0, 0.0, 0.0 
1, 2, 1.0, 0.0, 0.0 
1, 3, 1.0, 0.0, 0.0 
2, 3, 1.0, 0.0, 0.0 
2, 4, 1.0, 0.0, 0.0 
2, 5, 1.0, 0.0, 0.0 
3, 5, 1.0, 0.0, 0.0 
4, 5, 1.0, 0.0, 0.0 
4, 6, 1.0, 0.0, 0.0 
5, 6, 1.0, 0.0, 0.0 
5, 7, 1.0, 0.0, 0.0 
6, 7, 1.0, 0.0, 0.0 
6, 8, 1.0, 0.0, 0.0 
6, 9, 1.0, 0.0, 0.0 
7, 9, 1.0, 0.0, 0.0 
8, 9, 1.0, 0.0, 0.0 
8, 10, 1.0, 0.0, 0.0 
9, 10, 1.0, 0.0, 0.0 
9, 11, 1.0, 0.0, 0.0 
10, 11, 1.0, 0.0, 0.0 
10, 12, 1.0, 0.0, 0.0 
10, 13, 1.0, 0.0, 0.0 
11, 13, 1.0, 0.0, 0.0 
12, 13, 1.0, 0.0, 0.0 
12, 14, 1.0, 0.0, 0.0 
13, 14, 1.0, 0.0, 0.0 
13, 15, 1.0, 0.0, 0.0 
14, 15, 1.0, 0.0, 0.0 
14, 16, 1.0, 0.0, 0.0 
14, 17, 1.0, 0.0, 0.0 
15, 16, 1.0, 0.0, 0.0 
16, 17, 1.0, 0.0, 0.0 
