0.0, 0.0, 1, 1, 1, 1, 0.000000, 0.000000 
1.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
2.0, 0.0, 1, 1, 0, 0, 1.000000, 270.000000 
3.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
4.0, 0.0, 1, 1, 0, 0, 1.000000, 270.000000 
5.0, 1.0, 0, 0, 0, 0, 0.000000, 0.000000 
6.0, 0.0, 1, 1, 1, 1, 0.000000, 0.000000 
0, 1, 1.0, 0.0, 0.0 
0, 2, 1.0, 0.0, 0.0 
1, 2, 1.0, 0.0, 0.0 
1, 3, 1.0, 0.0, 0.0 
2, 3, 1.0, 0.0, 0.0 
2, 4, 1.0, 0.0, 0.0 
3, 4, 1.0, 0.0, 0.0 
3, 5, 1.0, 0.0, 0.0 
4, 5, 1.0, 0.0, 0.0 
4, 6, 1.0, 0.0, 0.0 
5, 6, 1.0, 0.0, 0.0 
